"Date","Symbol","Marketcapname","Sector"
"21-08-2023","FORCEMOT","Largecap","Auto"
"21-08-2023","BEML","Midcap","Aerospace & Defence"
"21-08-2023","BEL","Largecap","Aerospace & Defence"
"21-08-2023","CRISIL","Largecap","Financials"
"21-08-2023","BHEL","Largecap","Industrials"
"21-08-2023","MRPL","Largecap","Energy"
"21-08-2023","HSCL","Largecap","Chemicals"
"21-08-2023","TRENT","Largecap","Consumer Discretionary"
"21-08-2023","MFSL","Largecap","Financials"
"21-08-2023","TATAPOWER","Largecap","Power & Utilities"
"21-08-2023","THERMAX","Largecap","Industrials"
"21-08-2023","FEDERALBNK","Largecap","Bank"
"21-08-2023","TATACOMM","Largecap","Telecom-Service"
"21-08-2023","BHARATFORG","Largecap","Industrials"
"21-08-2023","ESCORTS","Largecap","Auto"
"21-08-2023","EIHOTEL","Midcap","Services"
"21-08-2023","VTL","Midcap","Textiles"
"21-08-2023","ZENSARTECH","Midcap","I.T"
"21-08-2023","SARDAEN","Midcap","Metals & Mining"
"21-08-2023","ELECON","Midcap","Industrials"
"21-08-2023","GABRIEL","Largecap","Auto"
"21-08-2023","CEMPRO","Largecap","Realty"
"21-08-2023","SUPREMEIND","Largecap","Plastic products"
"21-08-2023","SHRIRAMFIN","Largecap","Financials"
"21-08-2023","WELSPUNLIV","Midcap","Textiles"
"21-08-2023","ANANTRAJ","Largecap","Realty"
"21-08-2023","USHAMART","Midcap","Metals & Mining"
"21-08-2023","HBLENGINE","Midcap","Auto"
"21-08-2023","KEI","Largecap","Industrials"
"21-08-2023","GVT&D","Largecap","Industrials"
"21-08-2023","3MINDIA","Largecap","Miscellaneous"
"21-08-2023","LINDEINDIA","Largecap","Chemicals"
"21-08-2023","SCI","Midcap","Transportation"
"21-08-2023","CYIENT","Midcap","I.T"
"21-08-2023","ENGINERSIN","Midcap","Realty"
"21-08-2023","GMDCLTD","Midcap","Metals & Mining"
"21-08-2023","J&KBANK","Midcap","Bank"
"21-08-2023","APARINDS","Largecap","Industrials"
"21-08-2023","BSOFT","Midcap","I.T"
"21-08-2023","JSL","Largecap","Metals & Mining"
"21-08-2023","MAHABANK","Largecap","Bank"
"21-08-2023","RKFORGE","Midcap","Industrials"
"21-08-2023","JBMA","Midcap","Auto"
"21-08-2023","SUZLON","Largecap","Industrials"
"21-08-2023","AIAENG","Largecap","Industrials"
"21-08-2023","SOLARINDS","Largecap","Aerospace & Defence"
"21-08-2023","GMRAIRPORT","Largecap","Miscellaneous"
"21-08-2023","FSL","Midcap","I.T"
"21-08-2023","PFC","Largecap","Financials"
"21-08-2023","KPRMILL","Largecap","Consumer Discretionary"
"21-08-2023","TARIL","Midcap","Industrials"
"21-08-2023","RECLTD","Largecap","Financials"
"21-08-2023","TITAGARH","Midcap","Industrials"
"21-08-2023","JWL","Midcap","Industrials"
"21-08-2023","GRAVITA","Midcap","Metals & Mining"
"21-08-2023","PGEL","Midcap","Consumer Discretionary"
"21-08-2023","APLAPOLLO","Largecap","Industrials"
"21-08-2023","SCHNEIDER","Largecap","Industrials"
"21-08-2023","IDFCFIRSTB","Largecap","Bank"
"21-08-2023","BLS","Midcap","I.T"
"21-08-2023","LTTS","Largecap","I.T"
"21-08-2023","BSE","Largecap","Financials"
"21-08-2023","DIXON","Largecap","Consumer Discretionary"
"21-08-2023","NEWGEN","Midcap","I.T"
"21-08-2023","ASTERDM","Largecap","Healthcare"
"21-08-2023","LEMONTREE","Midcap","Services"
"21-08-2023","IRCON","Midcap","Realty"
"21-08-2023","GRSE","Largecap","Aerospace & Defence"
"21-08-2023","CHALET","Midcap","Services"
"21-08-2023","POLYCAB","Largecap","Industrials"
"21-08-2023","POWERINDIA","Largecap","Industrials"
"21-08-2023","CRAFTSMAN","Largecap","Auto"
"21-08-2023","SONACOMS","Largecap","Auto"
"21-08-2023","KIMS","Largecap","Healthcare"
"21-08-2023","DATAPATTNS","Largecap","Aerospace & Defence"
"21-08-2023","PARADEEP","Midcap","Chemicals"
"21-08-2023","SYRMA","Largecap","Consumer Discretionary"
"28-08-2023","FORCEMOT","Largecap","Auto"
"28-08-2023","ABREL","Midcap","Realty"
"28-08-2023","BEML","Midcap","Aerospace & Defence"
"28-08-2023","BEL","Largecap","Aerospace & Defence"
"28-08-2023","CESC","Midcap","Power & Utilities"
"28-08-2023","BHEL","Largecap","Industrials"
"28-08-2023","MRPL","Largecap","Energy"
"28-08-2023","SAIL","Largecap","Metals & Mining"
"28-08-2023","FINCABLES","Largecap","Industrials"
"28-08-2023","HSCL","Largecap","Chemicals"
"28-08-2023","TRENT","Largecap","Consumer Discretionary"
"28-08-2023","MFSL","Largecap","Financials"
"28-08-2023","NCC","Midcap","Realty"
"28-08-2023","ONGC","Largecap","Energy"
"28-08-2023","TATAPOWER","Largecap","Power & Utilities"
"28-08-2023","SPLPETRO","Midcap","Energy"
"28-08-2023","THERMAX","Largecap","Industrials"
"28-08-2023","FEDERALBNK","Largecap","Bank"
"28-08-2023","TATASTEEL","Largecap","Metals & Mining"
"28-08-2023","TATACOMM","Largecap","Telecom-Service"
"28-08-2023","BHARATFORG","Largecap","Industrials"
"28-08-2023","ESCORTS","Largecap","Auto"
"28-08-2023","LT","Largecap","Realty"
"28-08-2023","M&M","Largecap","Auto"
"28-08-2023","EIHOTEL","Midcap","Services"
"28-08-2023","INDHOTEL","Largecap","Services"
"28-08-2023","VTL","Midcap","Textiles"
"28-08-2023","PHOENIXLTD","Largecap","Realty"
"28-08-2023","ZENSARTECH","Midcap","I.T"
"28-08-2023","SARDAEN","Midcap","Metals & Mining"
"28-08-2023","CHOLAHLDNG","Largecap","Financials"
"28-08-2023","ELECON","Midcap","Industrials"
"28-08-2023","GABRIEL","Largecap","Auto"
"28-08-2023","COROMANDEL","Largecap","Chemicals"
"28-08-2023","PCBL","Midcap","Chemicals"
"28-08-2023","BERGEPAINT","Largecap","Building Materials"
"28-08-2023","CEMPRO","Largecap","Realty"
"28-08-2023","SHRIRAMFIN","Largecap","Financials"
"28-08-2023","NAVA","Midcap","Miscellaneous"
"28-08-2023","HINDCOPPER","Largecap","Metals & Mining"
"28-08-2023","NLCINDIA","Largecap","Power & Utilities"
"28-08-2023","WELSPUNLIV","Midcap","Textiles"
"28-08-2023","ANANTRAJ","Largecap","Realty"
"28-08-2023","USHAMART","Midcap","Metals & Mining"
"28-08-2023","HAVELLS","Largecap","Consumer Discretionary"
"28-08-2023","KEI","Largecap","Industrials"
"28-08-2023","KPIL","Largecap","Realty"
"28-08-2023","3MINDIA","Largecap","Miscellaneous"
"28-08-2023","LINDEINDIA","Largecap","Chemicals"
"28-08-2023","SCI","Midcap","Transportation"
"28-08-2023","ITI","Largecap","Aerospace & Defence"
"28-08-2023","CAPLIPOINT","Largecap","Healthcare"
"28-08-2023","MPHASIS","Largecap","I.T"
"28-08-2023","CGCL","Largecap","Financials"
"28-08-2023","WELCORP","Largecap","Industrials"
"28-08-2023","GAIL","Largecap","Energy"
"28-08-2023","CYIENT","Midcap","I.T"
"28-08-2023","GMDCLTD","Midcap","Metals & Mining"
"28-08-2023","INDUSINDBK","Largecap","Bank"
"28-08-2023","J&KBANK","Midcap","Bank"
"28-08-2023","AXISBANK","Largecap","Bank"
"28-08-2023","NATIONALUM","Largecap","Metals & Mining"
"28-08-2023","JINDALSTEL","Largecap","Metals & Mining"
"28-08-2023","TVSMOTOR","Largecap","Auto"
"28-08-2023","BSOFT","Midcap","I.T"
"28-08-2023","OFSS","Largecap","I.T"
"28-08-2023","MARUTI","Largecap","Auto"
"28-08-2023","JSL","Largecap","Metals & Mining"
"28-08-2023","RKFORGE","Midcap","Industrials"
"28-08-2023","COFORGE","Largecap","I.T"
"28-08-2023","NTPC","Largecap","Power & Utilities"
"28-08-2023","IIFL","Largecap","Financials"
"28-08-2023","SUZLON","Largecap","Industrials"
"28-08-2023","AIAENG","Largecap","Industrials"
"28-08-2023","KEC","Midcap","Realty"
"28-08-2023","SOLARINDS","Largecap","Aerospace & Defence"
"28-08-2023","GALLANTT","Midcap","Metals & Mining"
"28-08-2023","GPIL","Midcap","Metals & Mining"
"28-08-2023","GMRAIRPORT","Largecap","Miscellaneous"
"28-08-2023","KPRMILL","Largecap","Consumer Discretionary"
"28-08-2023","ZFCVINDIA","Largecap","Auto"
"28-08-2023","NHPC","Largecap","Power & Utilities"
"28-08-2023","PERSISTENT","Largecap","I.T"
"28-08-2023","SJVN","Largecap","Power & Utilities"
"28-08-2023","JWL","Midcap","Industrials"
"28-08-2023","OBEROIRLTY","Largecap","Realty"
"28-08-2023","PRESTIGE","Largecap","Realty"
"28-08-2023","GRAVITA","Midcap","Metals & Mining"
"28-08-2023","PGEL","Midcap","Consumer Discretionary"
"28-08-2023","APLAPOLLO","Largecap","Industrials"
"28-08-2023","MCX","Largecap","Financials"
"28-08-2023","SCHNEIDER","Largecap","Industrials"
"28-08-2023","INTELLECT","Midcap","I.T"
"28-08-2023","MINDACORP","Midcap","Auto"
"28-08-2023","IDFCFIRSTB","Largecap","Bank"
"28-08-2023","LTM","Largecap","I.T"
"28-08-2023","BLS","Midcap","I.T"
"28-08-2023","LTTS","Largecap","I.T"
"28-08-2023","VBL","Largecap","FMCG"
"28-08-2023","BSE","Largecap","Financials"
"28-08-2023","HUDCO","Largecap","Financials"
"28-08-2023","COCHINSHIP","Largecap","Aerospace & Defence"
"28-08-2023","DIXON","Largecap","Consumer Discretionary"
"28-08-2023","SBILIFE","Largecap","Financials"
"28-08-2023","AMBER","Largecap","Consumer Discretionary"
"28-08-2023","ASTERDM","Largecap","Healthcare"
"28-08-2023","HAL","Largecap","Aerospace & Defence"
"28-08-2023","LEMONTREE","Midcap","Services"
"28-08-2023","RITES","Midcap","Miscellaneous"
"28-08-2023","IRCON","Midcap","Realty"
"28-08-2023","GRSE","Largecap","Aerospace & Defence"
"28-08-2023","TECHNOE","Midcap","Realty"
"28-08-2023","CHALET","Midcap","Services"
"28-08-2023","POLYCAB","Largecap","Industrials"
"28-08-2023","KPITTECH","Midcap","I.T"
"28-08-2023","ANGELONE","Largecap","Financials"
"28-08-2023","IRFC","Largecap","Financials"
"28-08-2023","RAILTEL","Midcap","Transportation"
"28-08-2023","CRAFTSMAN","Largecap","Auto"
"28-08-2023","KALYANKJIL","Largecap","Consumer Discretionary"
"28-08-2023","SONACOMS","Largecap","Auto"
"28-08-2023","DATAPATTNS","Largecap","Aerospace & Defence"
"28-08-2023","MSUMI","Largecap","Auto"
"28-08-2023","PARADEEP","Midcap","Chemicals"
"04-09-2023","FORCEMOT","Largecap","Auto"
"04-09-2023","ABREL","Midcap","Realty"
"04-09-2023","BEML","Midcap","Aerospace & Defence"
"04-09-2023","BEL","Largecap","Aerospace & Defence"
"04-09-2023","BLUESTARCO","Largecap","Consumer Discretionary"
"04-09-2023","CESC","Midcap","Power & Utilities"
"04-09-2023","EXIDEIND","Largecap","Auto"
"04-09-2023","CGPOWER","Largecap","Industrials"
"04-09-2023","BHEL","Largecap","Industrials"
"04-09-2023","IFCI","Largecap","Financials"
"04-09-2023","CHENNPETRO","Largecap","Energy"
"04-09-2023","SAIL","Largecap","Metals & Mining"
"04-09-2023","TITAN","Largecap","Consumer Discretionary"
"04-09-2023","IDBI","Largecap","Bank"
"04-09-2023","FINCABLES","Largecap","Industrials"
"04-09-2023","GODREJIND","Largecap","Chemicals"
"04-09-2023","HSCL","Largecap","Chemicals"
"04-09-2023","TRENT","Largecap","Consumer Discretionary"
"04-09-2023","GRASIM","Largecap","Textiles"
"04-09-2023","ONGC","Largecap","Energy"
"04-09-2023","TATAPOWER","Largecap","Power & Utilities"
"04-09-2023","SPLPETRO","Midcap","Energy"
"04-09-2023","THERMAX","Largecap","Industrials"
"04-09-2023","FEDERALBNK","Largecap","Bank"
"04-09-2023","TATASTEEL","Largecap","Metals & Mining"
"04-09-2023","TATACOMM","Largecap","Telecom-Service"
"04-09-2023","BHARATFORG","Largecap","Industrials"
"04-09-2023","ESCORTS","Largecap","Auto"
"04-09-2023","LT","Largecap","Realty"
"04-09-2023","SIEMENS","Largecap","Industrials"
"04-09-2023","GESHIP","Midcap","Transportation"
"04-09-2023","INDHOTEL","Largecap","Services"
"04-09-2023","VTL","Midcap","Textiles"
"04-09-2023","ZENSARTECH","Midcap","I.T"
"04-09-2023","CHOLAHLDNG","Largecap","Financials"
"04-09-2023","SCHAEFFLER","Largecap","Industrials"
"04-09-2023","COROMANDEL","Largecap","Chemicals"
"04-09-2023","DEEPAKNTR","Largecap","Chemicals"
"04-09-2023","PCBL","Midcap","Chemicals"
"04-09-2023","CEMPRO","Largecap","Realty"
"04-09-2023","SUPREMEIND","Largecap","Plastic products"
"04-09-2023","SHRIRAMFIN","Largecap","Financials"
"04-09-2023","NLCINDIA","Largecap","Power & Utilities"
"04-09-2023","HAVELLS","Largecap","Consumer Discretionary"
"04-09-2023","KPIL","Largecap","Realty"
"04-09-2023","3MINDIA","Largecap","Miscellaneous"
"04-09-2023","SCI","Midcap","Transportation"
"04-09-2023","ITI","Largecap","Aerospace & Defence"
"04-09-2023","MPHASIS","Largecap","I.T"
"04-09-2023","NMDC","Largecap","Metals & Mining"
"04-09-2023","CHOICEIN","Midcap","Financials"
"04-09-2023","CGCL","Largecap","Financials"
"04-09-2023","MARICO","Largecap","FMCG"
"04-09-2023","WELCORP","Largecap","Industrials"
"04-09-2023","GAIL","Largecap","Energy"
"04-09-2023","CYIENT","Midcap","I.T"
"04-09-2023","GMDCLTD","Midcap","Metals & Mining"
"04-09-2023","INDUSINDBK","Largecap","Bank"
"04-09-2023","J&KBANK","Midcap","Bank"
"04-09-2023","SONATSOFTW","Midcap","I.T"
"04-09-2023","NATIONALUM","Largecap","Metals & Mining"
"04-09-2023","HCLTECH","Largecap","I.T"
"04-09-2023","TVSMOTOR","Largecap","Auto"
"04-09-2023","UNITDSPR","Largecap","FMCG"
"04-09-2023","OFSS","Largecap","I.T"
"04-09-2023","MARUTI","Largecap","Auto"
"04-09-2023","JSL","Largecap","Metals & Mining"
"04-09-2023","PETRONET","Largecap","Energy"
"04-09-2023","MAHABANK","Largecap","Bank"
"04-09-2023","RKFORGE","Midcap","Industrials"
"04-09-2023","ULTRACEMCO","Largecap","Building Materials"
"04-09-2023","UNOMINDA","Largecap","Auto"
"04-09-2023","COFORGE","Largecap","I.T"
"04-09-2023","NTPC","Largecap","Power & Utilities"
"04-09-2023","JPPOWER","Midcap","Power & Utilities"
"04-09-2023","IIFL","Largecap","Financials"
"04-09-2023","AIAENG","Largecap","Industrials"
"04-09-2023","KEC","Midcap","Realty"
"04-09-2023","GALLANTT","Midcap","Metals & Mining"
"04-09-2023","GMRAIRPORT","Largecap","Miscellaneous"
"04-09-2023","TECHM","Largecap","I.T"
"04-09-2023","TORNTPOWER","Largecap","Power & Utilities"
"04-09-2023","LTFOODS","Midcap","FMCG"
"04-09-2023","FSL","Midcap","I.T"
"04-09-2023","PFC","Largecap","Financials"
"04-09-2023","FORTIS","Largecap","Healthcare"
"04-09-2023","DLF","Largecap","Realty"
"04-09-2023","CENTRALBK","Largecap","Bank"
"04-09-2023","POWERGRID","Largecap","Power & Utilities"
"04-09-2023","TARIL","Midcap","Industrials"
"04-09-2023","BRIGADE","Largecap","Realty"
"04-09-2023","IRB","Largecap","Realty"
"04-09-2023","RECLTD","Largecap","Financials"
"04-09-2023","ZFCVINDIA","Largecap","Auto"
"04-09-2023","NHPC","Largecap","Power & Utilities"
"04-09-2023","JSWENERGY","Largecap","Power & Utilities"
"04-09-2023","PERSISTENT","Largecap","I.T"
"04-09-2023","SJVN","Largecap","Power & Utilities"
"04-09-2023","JWL","Midcap","Industrials"
"04-09-2023","OBEROIRLTY","Largecap","Realty"
"04-09-2023","COALINDIA","Largecap","Metals & Mining"
"04-09-2023","DALBHARAT","Largecap","Building Materials"
"04-09-2023","SCHNEIDER","Largecap","Industrials"
"04-09-2023","MINDACORP","Midcap","Auto"
"04-09-2023","SYNGENE","Midcap","Healthcare"
"04-09-2023","IDFCFIRSTB","Largecap","Bank"
"04-09-2023","LTM","Largecap","I.T"
"04-09-2023","BLS","Midcap","I.T"
"04-09-2023","LTTS","Largecap","I.T"
"04-09-2023","KARURVYSYA","Largecap","Bank"
"04-09-2023","FACT","Largecap","Chemicals"
"04-09-2023","BSE","Largecap","Financials"
"04-09-2023","HUDCO","Largecap","Financials"
"04-09-2023","TEJASNET","Midcap","Telecom"
"04-09-2023","COCHINSHIP","Largecap","Aerospace & Defence"
"04-09-2023","DIXON","Largecap","Consumer Discretionary"
"04-09-2023","SBILIFE","Largecap","Financials"
"04-09-2023","TIINDIA","Largecap","Industrials"
"04-09-2023","AMBER","Largecap","Consumer Discretionary"
"04-09-2023","ASTERDM","Largecap","Healthcare"
"04-09-2023","HAL","Largecap","Aerospace & Defence"
"04-09-2023","LEMONTREE","Midcap","Services"
"04-09-2023","RITES","Midcap","Miscellaneous"
"04-09-2023","IRCON","Midcap","Realty"
"04-09-2023","GRSE","Largecap","Aerospace & Defence"
"04-09-2023","TECHNOE","Midcap","Realty"
"04-09-2023","CHALET","Midcap","Services"
"04-09-2023","RVNL","Largecap","Realty"
"04-09-2023","INDIAMART","Midcap","I.T"
"04-09-2023","360ONE","Largecap","Financials"
"04-09-2023","MAZDOCK","Largecap","Aerospace & Defence"
"04-09-2023","IRFC","Largecap","Financials"
"04-09-2023","KALYANKJIL","Largecap","Consumer Discretionary"
"04-09-2023","LODHA","Largecap","Realty"
"04-09-2023","KIMS","Largecap","Healthcare"
"04-09-2023","DEVYANI","Midcap","Consumer Discretionary"
"04-09-2023","SAPPHIRE","Midcap","Consumer Discretionary"
"04-09-2023","MSUMI","Largecap","Auto"
"04-09-2023","PARADEEP","Midcap","Chemicals"
"04-09-2023","SYRMA","Largecap","Consumer Discretionary"
"11-09-2023","BALRAMCHIN","Midcap","FMCG"
"11-09-2023","ABREL","Midcap","Realty"
"11-09-2023","CHENNPETRO","Largecap","Energy"
"11-09-2023","TITAN","Largecap","Consumer Discretionary"
"11-09-2023","GRASIM","Largecap","Textiles"
"11-09-2023","ONGC","Largecap","Energy"
"11-09-2023","SHREECEM","Largecap","Building Materials"
"11-09-2023","HINDALCO","Largecap","Metals & Mining"
"11-09-2023","FEDERALBNK","Largecap","Bank"
"11-09-2023","TATASTEEL","Largecap","Metals & Mining"
"11-09-2023","TATACOMM","Largecap","Telecom-Service"
"11-09-2023","BHARATFORG","Largecap","Industrials"
"11-09-2023","LT","Largecap","Realty"
"11-09-2023","M&M","Largecap","Auto"
"11-09-2023","GESHIP","Midcap","Transportation"
"11-09-2023","TATACONSUM","Largecap","FMCG"
"11-09-2023","BALKRISIND","Largecap","Auto"
"11-09-2023","PHOENIXLTD","Largecap","Realty"
"11-09-2023","CHOLAHLDNG","Largecap","Financials"
"11-09-2023","COROMANDEL","Largecap","Chemicals"
"11-09-2023","CHOLAFIN","Largecap","Financials"
"11-09-2023","WELSPUNLIV","Midcap","Textiles"
"11-09-2023","ANANTRAJ","Largecap","Realty"
"11-09-2023","GVT&D","Largecap","Industrials"
"11-09-2023","ITI","Largecap","Aerospace & Defence"
"11-09-2023","SUNPHARMA","Largecap","Healthcare"
"11-09-2023","AUROPHARMA","Largecap","Healthcare"
"11-09-2023","MPHASIS","Largecap","I.T"
"11-09-2023","NMDC","Largecap","Metals & Mining"
"11-09-2023","EMAMILTD","Midcap","FMCG"
"11-09-2023","CHOICEIN","Midcap","Financials"
"11-09-2023","POLYMED","Midcap","Healthcare"
"11-09-2023","BANKBARODA","Largecap","Bank"
"11-09-2023","WELCORP","Largecap","Industrials"
"11-09-2023","BANKINDIA","Largecap","Bank"
"11-09-2023","GMDCLTD","Midcap","Metals & Mining"
"11-09-2023","INDUSINDBK","Largecap","Bank"
"11-09-2023","J&KBANK","Midcap","Bank"
"11-09-2023","AXISBANK","Largecap","Bank"
"11-09-2023","APARINDS","Largecap","Industrials"
"11-09-2023","HCLTECH","Largecap","I.T"
"11-09-2023","JINDALSTEL","Largecap","Metals & Mining"
"11-09-2023","GLENMARK","Largecap","Healthcare"
"11-09-2023","TVSMOTOR","Largecap","Auto"
"11-09-2023","IOB","Largecap","Bank"
"11-09-2023","BHARTIARTL","Largecap","Telecom-Service"
"11-09-2023","PNB","Largecap","Bank"
"11-09-2023","UNIONBANK","Largecap","Bank"
"11-09-2023","CANBK","Largecap","Bank"
"11-09-2023","DIVISLAB","Largecap","Healthcare"
"11-09-2023","MARUTI","Largecap","Auto"
"11-09-2023","UCOBANK","Largecap","Bank"
"11-09-2023","MAHABANK","Largecap","Bank"
"11-09-2023","ULTRACEMCO","Largecap","Building Materials"
"11-09-2023","TCS","Largecap","I.T"
"11-09-2023","COFORGE","Largecap","I.T"
"11-09-2023","JPPOWER","Midcap","Power & Utilities"
"11-09-2023","GALLANTT","Midcap","Metals & Mining"
"11-09-2023","GPIL","Midcap","Metals & Mining"
"11-09-2023","TECHM","Largecap","I.T"
"11-09-2023","FSL","Midcap","I.T"
"11-09-2023","CENTRALBK","Largecap","Bank"
"11-09-2023","POWERGRID","Largecap","Power & Utilities"
"11-09-2023","ECLERX","Midcap","I.T"
"11-09-2023","TARIL","Midcap","Industrials"
"11-09-2023","BAJAJ-AUTO","Largecap","Auto"
"11-09-2023","NHPC","Largecap","Power & Utilities"
"11-09-2023","JSWENERGY","Largecap","Power & Utilities"
"11-09-2023","SJVN","Largecap","Power & Utilities"
"11-09-2023","GRAVITA","Midcap","Metals & Mining"
"11-09-2023","DALBHARAT","Largecap","Building Materials"
"11-09-2023","TRITURBINE","Midcap","Industrials"
"11-09-2023","NH","Largecap","Healthcare"
"11-09-2023","LTM","Largecap","I.T"
"11-09-2023","LTTS","Largecap","I.T"
"11-09-2023","ICICIPRULI","Largecap","Financials"
"11-09-2023","PNBHOUSING","Largecap","Financials"
"11-09-2023","VBL","Largecap","FMCG"
"11-09-2023","KARURVYSYA","Largecap","Bank"
"11-09-2023","FACT","Largecap","Chemicals"
"11-09-2023","SUNDARMFIN","Largecap","Financials"
"11-09-2023","CDSL","Largecap","Financials"
"11-09-2023","SBILIFE","Largecap","Financials"
"11-09-2023","TIINDIA","Largecap","Industrials"
"11-09-2023","ASTERDM","Largecap","Healthcare"
"11-09-2023","LEMONTREE","Midcap","Services"
"11-09-2023","IRCON","Midcap","Realty"
"11-09-2023","RVNL","Largecap","Realty"
"11-09-2023","360ONE","Largecap","Financials"
"11-09-2023","COHANCE","Midcap","Healthcare"
"11-09-2023","MAZDOCK","Largecap","Aerospace & Defence"
"11-09-2023","IRFC","Largecap","Financials"
"11-09-2023","LODHA","Largecap","Realty"
"11-09-2023","SONACOMS","Largecap","Auto"
"18-09-2023","BLUESTARCO","Largecap","Consumer Discretionary"
"18-09-2023","IFCI","Largecap","Financials"
"18-09-2023","TITAN","Largecap","Consumer Discretionary"
"18-09-2023","IDBI","Largecap","Bank"
"18-09-2023","THERMAX","Largecap","Industrials"
"18-09-2023","LT","Largecap","Realty"
"18-09-2023","M&M","Largecap","Auto"
"18-09-2023","TATACONSUM","Largecap","FMCG"
"18-09-2023","TATAINVEST","Largecap","Financials"
"18-09-2023","BALKRISIND","Largecap","Auto"
"18-09-2023","CHOLAHLDNG","Largecap","Financials"
"18-09-2023","BERGEPAINT","Largecap","Building Materials"
"18-09-2023","NAVA","Midcap","Miscellaneous"
"18-09-2023","GVT&D","Largecap","Industrials"
"18-09-2023","BANKBARODA","Largecap","Bank"
"18-09-2023","BANKINDIA","Largecap","Bank"
"18-09-2023","INDUSINDBK","Largecap","Bank"
"18-09-2023","J&KBANK","Midcap","Bank"
"18-09-2023","APARINDS","Largecap","Industrials"
"18-09-2023","IOB","Largecap","Bank"
"18-09-2023","PNB","Largecap","Bank"
"18-09-2023","UNIONBANK","Largecap","Bank"
"18-09-2023","CANBK","Largecap","Bank"
"18-09-2023","MARUTI","Largecap","Auto"
"18-09-2023","UCOBANK","Largecap","Bank"
"18-09-2023","MAHABANK","Largecap","Bank"
"18-09-2023","TCS","Largecap","I.T"
"18-09-2023","JPPOWER","Midcap","Power & Utilities"
"18-09-2023","SUZLON","Largecap","Industrials"
"18-09-2023","TECHM","Largecap","I.T"
"18-09-2023","INDIANB","Largecap","Bank"
"18-09-2023","CENTRALBK","Largecap","Bank"
"18-09-2023","POWERGRID","Largecap","Power & Utilities"
"18-09-2023","RECLTD","Largecap","Financials"
"18-09-2023","ADANIPOWER","Largecap","Power & Utilities"
"18-09-2023","JSWENERGY","Largecap","Power & Utilities"
"18-09-2023","COALINDIA","Largecap","Metals & Mining"
"18-09-2023","GRAVITA","Midcap","Metals & Mining"
"18-09-2023","VBL","Largecap","FMCG"
"18-09-2023","KARURVYSYA","Largecap","Bank"
"18-09-2023","SUNDARMFIN","Largecap","Financials"
"18-09-2023","HUDCO","Largecap","Financials"
"18-09-2023","360ONE","Largecap","Financials"
"18-09-2023","ANANDRATHI","Largecap","Financials"
"25-09-2023","FORCEMOT","Largecap","Auto"
"25-09-2023","BAJFINANCE","Largecap","Financials"
"25-09-2023","ABREL","Midcap","Realty"
"25-09-2023","IFCI","Largecap","Financials"
"25-09-2023","LUPIN","Largecap","Healthcare"
"25-09-2023","ONGC","Largecap","Energy"
"25-09-2023","THERMAX","Largecap","Industrials"
"25-09-2023","TATACOMM","Largecap","Telecom-Service"
"25-09-2023","LT","Largecap","Realty"
"25-09-2023","GESHIP","Midcap","Transportation"
"25-09-2023","TATAINVEST","Largecap","Financials"
"25-09-2023","BALKRISIND","Largecap","Auto"
"25-09-2023","GABRIEL","Largecap","Auto"
"25-09-2023","COROMANDEL","Largecap","Chemicals"
"25-09-2023","NAVA","Midcap","Miscellaneous"
"25-09-2023","GVT&D","Largecap","Industrials"
"25-09-2023","DCMSHRIRAM","Midcap","Miscellaneous"
"25-09-2023","ITI","Largecap","Aerospace & Defence"
"25-09-2023","IPCALAB","Largecap","Healthcare"
"25-09-2023","SUNPHARMA","Largecap","Healthcare"
"25-09-2023","AUROPHARMA","Largecap","Healthcare"
"25-09-2023","CHOICEIN","Midcap","Financials"
"25-09-2023","BANKINDIA","Largecap","Bank"
"25-09-2023","GMDCLTD","Midcap","Metals & Mining"
"25-09-2023","AXISBANK","Largecap","Bank"
"25-09-2023","APARINDS","Largecap","Industrials"
"25-09-2023","AJANTPHARM","Largecap","Healthcare"
"25-09-2023","TVSMOTOR","Largecap","Auto"
"25-09-2023","IOB","Largecap","Bank"
"25-09-2023","PNB","Largecap","Bank"
"25-09-2023","UNIONBANK","Largecap","Bank"
"25-09-2023","MARUTI","Largecap","Auto"
"25-09-2023","UCOBANK","Largecap","Bank"
"25-09-2023","MAHABANK","Largecap","Bank"
"25-09-2023","NTPC","Largecap","Power & Utilities"
"25-09-2023","SUZLON","Largecap","Industrials"
"25-09-2023","SOLARINDS","Largecap","Aerospace & Defence"
"25-09-2023","GPIL","Midcap","Metals & Mining"
"25-09-2023","TORNTPOWER","Largecap","Power & Utilities"
"25-09-2023","SOBHA","Midcap","Realty"
"25-09-2023","PFC","Largecap","Financials"
"25-09-2023","INDIANB","Largecap","Bank"
"25-09-2023","FORTIS","Largecap","Healthcare"
"25-09-2023","CENTRALBK","Largecap","Bank"
"25-09-2023","POWERGRID","Largecap","Power & Utilities"
"25-09-2023","TARIL","Midcap","Industrials"
"25-09-2023","RECLTD","Largecap","Financials"
"25-09-2023","OIL","Largecap","Energy"
"25-09-2023","JSWENERGY","Largecap","Power & Utilities"
"25-09-2023","COALINDIA","Largecap","Metals & Mining"
"25-09-2023","GRAVITA","Midcap","Metals & Mining"
"25-09-2023","KIRLOSENG","Largecap","Industrials"
"25-09-2023","DALBHARAT","Largecap","Building Materials"
"25-09-2023","LTF","Largecap","Financials"
